BioSample,LibraryName,refGenome,Organism,fq1,fq2,lat,long,Run,BioProject
FRA05,FRA05_S1_L001,GCA_022045235.1,Haliotis cracherodii,FRA05_S1_L001_R1_001.fastq.gz,FRA05_S1_L001_R2_001.fastq.gz,37.14943,-122.36049,FRA05_S1_L001,x
FRA05,FRA05_S1_L003,GCA_022045235.1,Haliotis cracherodii,FRA05_S1_L003_R1_001.fastq.gz,FRA05_S1_L003_R2_001.fastq.gz,37.14943,-122.36049,FRA05_S1_L003,x
FRA05,FRA05_S1_L002,GCA_022045235.1,Haliotis cracherodii,FRA05_S1_L002_R1_001.fastq.gz,FRA05_S1_L002_R2_001.fastq.gz,37.14943,-122.36049,FRA05_S1_L002,x
FRA05,FRA05_S1_L004,GCA_022045235.1,Haliotis cracherodii,FRA05_S1_L004_R1_001.fastq.gz,FRA05_S1_L004_R2_001.fastq.gz,37.14943,-122.36049,FRA05_S1_L004,x
FRA06,FRA06_S2_L003,GCA_022045235.1,Haliotis cracherodii,FRA06_S2_L003_R1_001.fastq.gz,FRA06_S2_L003_R2_001.fastq.gz,37.14943,-122.36049,FRA06_S2_L003,x
FRA06,FRA06_S2_L004,GCA_022045235.1,Haliotis cracherodii,FRA06_S2_L004_R1_001.fastq.gz,FRA06_S2_L004_R2_001.fastq.gz,37.14943,-122.36049,FRA06_S2_L004,x
FRA06,FRA06_S2_L001,GCA_022045235.1,Haliotis cracherodii,FRA06_S2_L001_R1_001.fastq.gz,FRA06_S2_L001_R2_001.fastq.gz,37.14943,-122.36049,FRA06_S2_L001,x
FRA06,FRA06_S2_L002,GCA_022045235.1,Haliotis cracherodii,FRA06_S2_L002_R1_001.fastq.gz,FRA06_S2_L002_R2_001.fastq.gz,37.14943,-122.36049,FRA06_S2_L002,x
FRA09,FRA09_S3_L004,GCA_022045235.1,Haliotis cracherodii,FRA09_S3_L004_R1_001.fastq.gz,FRA09_S3_L004_R2_001.fastq.gz,37.14951,-122.36102,FRA09_S3_L004,x
FRA09,FRA09_S3_L001,GCA_022045235.1,Haliotis cracherodii,FRA09_S3_L001_R1_001.fastq.gz,FRA09_S3_L001_R2_001.fastq.gz,37.14951,-122.36102,FRA09_S3_L001,x
FRA09,FRA09_S3_L002,GCA_022045235.1,Haliotis cracherodii,FRA09_S3_L002_R1_001.fastq.gz,FRA09_S3_L002_R2_001.fastq.gz,37.14951,-122.36102,FRA09_S3_L002,x
FRA09,FRA09_S3_L003,GCA_022045235.1,Haliotis cracherodii,FRA09_S3_L003_R1_001.fastq.gz,FRA09_S3_L003_R2_001.fastq.gz,37.14951,-122.36102,FRA09_S3_L003,x
SOB04,SOB04_S4_L003,GCA_022045235.1,Haliotis cracherodii,SOB04_S4_L003_R1_001.fastq.gz,SOB04_S4_L003_R2_001.fastq.gz,36.44789801,-121.928631,SOB04_S4_L003,x
SOB10,SOB10_S5_L003,GCA_022045235.1,Haliotis cracherodii,SOB10_S5_L003_R1_001.fastq.gz,SOB10_S5_L003_R2_001.fastq.gz,36.44788904,-121.928722,SOB10_S5_L003,x
SWC07,SWC07_S6_L003,GCA_022045235.1,Haliotis cracherodii,SWC07_S6_L003_R1_001.fastq.gz,SWC07_S6_L003_R2_001.fastq.gz,36.56090199,-121.940489,SWC07_S6_L003,x
SRFP17,SRFP17_S4_L001,GCA_022045235.1,Haliotis cracherodii,SRFP17_S4_L001_R1_001.fastq.gz,SRFP17_S4_L001_R2_001.fastq.gz,33.9145,-120.050317,SRFP17_S4_L001,x
SRFP17,SRFP17_S7_L003,GCA_022045235.1,Haliotis cracherodii,SRFP17_S7_L003_R1_001.fastq.gz,SRFP17_S7_L003_R2_001.fastq.gz,33.9145,-120.050317,SRFP17_S7_L003,x
SRFP17,SRFP17_S4_L003,GCA_022045235.1,Haliotis cracherodii,SRFP17_S4_L003_R1_001.fastq.gz,SRFP17_S4_L003_R2_001.fastq.gz,33.9145,-120.050317,SRFP17_S4_L003,x
SRFP17,SRFP17_S4_L004,GCA_022045235.1,Haliotis cracherodii,SRFP17_S4_L004_R1_001.fastq.gz,SRFP17_S4_L004_R2_001.fastq.gz,33.9145,-120.050317,SRFP17_S4_L004,x
SRFP17,SRFP17_S4_L002,GCA_022045235.1,Haliotis cracherodii,SRFP17_S4_L002_R1_001.fastq.gz,SRFP17_S4_L002_R2_001.fastq.gz,33.9145,-120.050317,SRFP17_S4_L002,x
SCT11,SCT11_S8_L003,GCA_022045235.1,Haliotis cracherodii,SCT11_S8_L003_R1_001.fastq.gz,SCT11_S8_L003_R2_001.fastq.gz,37.05037203,-122.242855,SCT11_S8_L003,x
SCT11,SCT11_S5_L001,GCA_022045235.1,Haliotis cracherodii,SCT11_S5_L001_R1_001.fastq.gz,SCT11_S5_L001_R2_001.fastq.gz,37.05037203,-122.242855,SCT11_S5_L001,x
SCT11,SCT11_S5_L002,GCA_022045235.1,Haliotis cracherodii,SCT11_S5_L002_R1_001.fastq.gz,SCT11_S5_L002_R2_001.fastq.gz,37.05037203,-122.242855,SCT11_S5_L002,x
SCT11,SCT11_S5_L004,GCA_022045235.1,Haliotis cracherodii,SCT11_S5_L004_R1_001.fastq.gz,SCT11_S5_L004_R2_001.fastq.gz,37.05037203,-122.242855,SCT11_S5_L004,x
SCT11,SCT11_S5_L003,GCA_022045235.1,Haliotis cracherodii,SCT11_S5_L003_R1_001.fastq.gz,SCT11_S5_L003_R2_001.fastq.gz,37.05037203,-122.242855,SCT11_S5_L003,x
MCR07,MCR07_S6_L003,GCA_022045235.1,Haliotis cracherodii,MCR07_S6_L003_R1_001.fastq.gz,MCR07_S6_L003_R2_001.fastq.gz,35.979516,-121.490496,MCR07_S6_L003,x
MCR07,MCR07_S9_L003,GCA_022045235.1,Haliotis cracherodii,MCR07_S9_L003_R1_001.fastq.gz,MCR07_S9_L003_R2_001.fastq.gz,35.979516,-121.490496,MCR07_S9_L003,x
MCR07,MCR07_S6_L002,GCA_022045235.1,Haliotis cracherodii,MCR07_S6_L002_R1_001.fastq.gz,MCR07_S6_L002_R2_001.fastq.gz,35.979516,-121.490496,MCR07_S6_L002,x
MCR07,MCR07_S6_L001,GCA_022045235.1,Haliotis cracherodii,MCR07_S6_L001_R1_001.fastq.gz,MCR07_S6_L001_R2_001.fastq.gz,35.979516,-121.490496,MCR07_S6_L001,x
MCR07,MCR07_S6_L004,GCA_022045235.1,Haliotis cracherodii,MCR07_S6_L004_R1_001.fastq.gz,MCR07_S6_L004_R2_001.fastq.gz,35.979516,-121.490496,MCR07_S6_L004,x
MOL02,MOL02_S10_L003,GCA_022045235.1,Haliotis cracherodii,MOL02_S10_L003_R1_001.fastq.gz,MOL02_S10_L003_R2_001.fastq.gz,36.28032499,-121.862855,MOL02_S10_L003,x
MOL02,MOL02_S7_L002,GCA_022045235.1,Haliotis cracherodii,MOL02_S7_L002_R1_001.fastq.gz,MOL02_S7_L002_R2_001.fastq.gz,36.28032499,-121.862855,MOL02_S7_L002,x
MOL02,MOL02_S7_L004,GCA_022045235.1,Haliotis cracherodii,MOL02_S7_L004_R1_001.fastq.gz,MOL02_S7_L004_R2_001.fastq.gz,36.28032499,-121.862855,MOL02_S7_L004,x
MOL02,MOL02_S7_L001,GCA_022045235.1,Haliotis cracherodii,MOL02_S7_L001_R1_001.fastq.gz,MOL02_S7_L001_R2_001.fastq.gz,36.28032499,-121.862855,MOL02_S7_L001,x
MOL02,MOL02_S7_L003,GCA_022045235.1,Haliotis cracherodii,MOL02_S7_L003_R1_001.fastq.gz,MOL02_S7_L003_R2_001.fastq.gz,36.28032499,-121.862855,MOL02_S7_L003,x
PES06,PES06_S8_L003,GCA_022045235.1,Haliotis cracherodii,PES06_S8_L003_R1_001.fastq.gz,PES06_S8_L003_R2_001.fastq.gz,36.56107499,-121.954331,PES06_S8_L003,x
PES06,PES06_S8_L001,GCA_022045235.1,Haliotis cracherodii,PES06_S8_L001_R1_001.fastq.gz,PES06_S8_L001_R2_001.fastq.gz,36.56107499,-121.954331,PES06_S8_L001,x
PES06,PES06_S8_L002,GCA_022045235.1,Haliotis cracherodii,PES06_S8_L002_R1_001.fastq.gz,PES06_S8_L002_R2_001.fastq.gz,36.56107499,-121.954331,PES06_S8_L002,x
PES06,PES06_S11_L003,GCA_022045235.1,Haliotis cracherodii,PES06_S11_L003_R1_001.fastq.gz,PES06_S11_L003_R2_001.fastq.gz,36.56107499,-121.954331,PES06_S11_L003,x
PES06,PES06_S8_L004,GCA_022045235.1,Haliotis cracherodii,PES06_S8_L004_R1_001.fastq.gz,PES06_S8_L004_R2_001.fastq.gz,36.56107499,-121.954331,PES06_S8_L004,x
PES08,PES08_S12_L003,GCA_022045235.1,Haliotis cracherodii,PES08_S12_L003_R1_001.fastq.gz,PES08_S12_L003_R2_001.fastq.gz,36.56104004,-121.954337,PES08_S12_L003,x
PBL02,PBL02_S13_L003,GCA_022045235.1,Haliotis cracherodii,PBL02_S13_L003_R1_001.fastq.gz,PBL02_S13_L003_R2_001.fastq.gz,35.66507896,-121.287074,PBL02_S13_L003,x
PSN12,PSN12_S14_L003,GCA_022045235.1,Haliotis cracherodii,PSN12_S14_L003_R1_001.fastq.gz,PSN12_S14_L003_R2_001.fastq.gz,35.72848999,-121.318871,PSN12_S14_L003,x
VDM01,VDM01_S9_L001,GCA_022045235.1,Haliotis cracherodii,VDM01_S9_L001_R1_001.fastq.gz,VDM01_S9_L001_R2_001.fastq.gz,35.603979,-121.142187,VDM01_S9_L001,x
VDM01,VDM01_S9_L004,GCA_022045235.1,Haliotis cracherodii,VDM01_S9_L004_R1_001.fastq.gz,VDM01_S9_L004_R2_001.fastq.gz,35.603979,-121.142187,VDM01_S9_L004,x
VDM01,VDM01_S9_L002,GCA_022045235.1,Haliotis cracherodii,VDM01_S9_L002_R1_001.fastq.gz,VDM01_S9_L002_R2_001.fastq.gz,35.603979,-121.142187,VDM01_S9_L002,x
VDM01,VDM01_S9_L003,GCA_022045235.1,Haliotis cracherodii,VDM01_S9_L003_R1_001.fastq.gz,VDM01_S9_L003_R2_001.fastq.gz,35.603979,-121.142187,VDM01_S9_L003,x
VDM01,VDM01_S15_L003,GCA_022045235.1,Haliotis cracherodii,VDM01_S15_L003_R1_001.fastq.gz,VDM01_S15_L003_R2_001.fastq.gz,35.603979,-121.142187,VDM01_S15_L003,x
PTL07,PTL07_S16_L003,GCA_022045235.1,Haliotis cracherodii,PTL07_S16_L003_R1_001.fastq.gz,PTL07_S16_L003_R2_001.fastq.gz,36.51373702,-121.946815,PTL07_S16_L003,x
LMC05,LMC05_S17_L003,GCA_022045235.1,Haliotis cracherodii,LMC05_S17_L003_R1_001.fastq.gz,LMC05_S17_L003_R2_001.fastq.gz,36.120088,-121.632993,LMC05_S17_L003,x
BCR04,BCR04_S19_L003,GCA_022045235.1,Haliotis cracherodii,BCR04_S19_L003_R1_001.fastq.gz,BCR04_S19_L003_R2_001.fastq.gz,36.0698671,-121.5989918,BCR04_S19_L003,x
BCR04,BCR04_S19_L002,GCA_022045235.1,Haliotis cracherodii,BCR04_S19_L002_R1_001.fastq.gz,BCR04_S19_L002_R2_001.fastq.gz,36.0698671,-121.5989918,BCR04_S19_L002,x
BCR04,BCR04_S19_L004,GCA_022045235.1,Haliotis cracherodii,BCR04_S19_L004_R1_001.fastq.gz,BCR04_S19_L004_R2_001.fastq.gz,36.0698671,-121.5989918,BCR04_S19_L004,x
BCR04,BCR04_S19_L001,GCA_022045235.1,Haliotis cracherodii,BCR04_S19_L001_R1_001.fastq.gz,BCR04_S19_L001_R2_001.fastq.gz,36.0698671,-121.5989918,BCR04_S19_L001,x
BCR04,BCR04_S18_L003,GCA_022045235.1,Haliotis cracherodii,BCR04_S18_L003_R1_001.fastq.gz,BCR04_S18_L003_R2_001.fastq.gz,36.0698671,-121.5989918,BCR04_S18_L003,x
BCR07,BCR07_S20_L001,GCA_022045235.1,Haliotis cracherodii,BCR07_S20_L001_R1_001.fastq.gz,BCR07_S20_L001_R2_001.fastq.gz,36.0698671,-121.5989918,BCR07_S20_L001,x
BCR07,BCR07_S20_L003,GCA_022045235.1,Haliotis cracherodii,BCR07_S20_L003_R1_001.fastq.gz,BCR07_S20_L003_R2_001.fastq.gz,36.0698671,-121.5989918,BCR07_S20_L003,x
BCR07,BCR07_S19_L003,GCA_022045235.1,Haliotis cracherodii,BCR07_S19_L003_R1_001.fastq.gz,BCR07_S19_L003_R2_001.fastq.gz,36.0698671,-121.5989918,BCR07_S19_L003,x
BCR07,BCR07_S20_L002,GCA_022045235.1,Haliotis cracherodii,BCR07_S20_L002_R1_001.fastq.gz,BCR07_S20_L002_R2_001.fastq.gz,36.0698671,-121.5989918,BCR07_S20_L002,x
BCR07,BCR07_S20_L004,GCA_022045235.1,Haliotis cracherodii,BCR07_S20_L004_R1_001.fastq.gz,BCR07_S20_L004_R2_001.fastq.gz,36.0698671,-121.5989918,BCR07_S20_L004,x
PEB04,PEB04_S20_L003,GCA_022045235.1,Haliotis cracherodii,PEB04_S20_L003_R1_001.fastq.gz,PEB04_S20_L003_R2_001.fastq.gz,37.23263,-122.41607,PEB04_S20_L003,x
CLE01,CLE01_S12_L002,GCA_022045235.1,Haliotis cracherodii,CLE01_S12_L002_R1_001.fastq.gz,CLE01_S12_L002_R2_001.fastq.gz,32.91829,-118.547,CLE01_S12_L002,x
CLE01,CLE01_S21_L003,GCA_022045235.1,Haliotis cracherodii,CLE01_S21_L003_R1_001.fastq.gz,CLE01_S21_L003_R2_001.fastq.gz,32.91829,-118.547,CLE01_S21_L003,x
CLE01,CLE01_S12_L001,GCA_022045235.1,Haliotis cracherodii,CLE01_S12_L001_R1_001.fastq.gz,CLE01_S12_L001_R2_001.fastq.gz,32.91829,-118.547,CLE01_S12_L001,x
CLE01,CLE01_S12_L004,GCA_022045235.1,Haliotis cracherodii,CLE01_S12_L004_R1_001.fastq.gz,CLE01_S12_L004_R2_001.fastq.gz,32.91829,-118.547,CLE01_S12_L004,x
CLE01,CLE01_S12_L003,GCA_022045235.1,Haliotis cracherodii,CLE01_S12_L003_R1_001.fastq.gz,CLE01_S12_L003_R2_001.fastq.gz,32.91829,-118.547,CLE01_S12_L003,x
CAR07,CAR07_S22_L003,GCA_022045235.1,Haliotis cracherodii,CAR07_S22_L003_R1_001.fastq.gz,CAR07_S22_L003_R2_001.fastq.gz,36.54426492,-121.934231,CAR07_S22_L003,x
CAR08,CAR08_S23_L003,GCA_022045235.1,Haliotis cracherodii,CAR08_S23_L003_R1_001.fastq.gz,CAR08_S23_L003_R2_001.fastq.gz,36.54457086,-121.934314,CAR08_S23_L003,x
SRFR01,SRFR01_S41_L003,GCA_022045235.1,Haliotis cracherodii,SRFR01_S41_L003_R1_001.fastq.gz,SRFR01_S41_L003_R2_001.fastq.gz,33.99329455,-120.2381268,SRFR01_S41_L003,x
BOA05,BOA05_S25_L003,GCA_022045235.1,Haliotis cracherodii,BOA05_S25_L003_R1_001.fastq.gz,BOA05_S25_L003_R2_001.fastq.gz,34.55674401,-120.602002,BOA05_S25_L003,x
BOA05,BOA05_S10_L003,GCA_022045235.1,Haliotis cracherodii,BOA05_S10_L003_R1_001.fastq.gz,BOA05_S10_L003_R2_001.fastq.gz,34.55674401,-120.602002,BOA05_S10_L003,x
BOA05,BOA05_S10_L002,GCA_022045235.1,Haliotis cracherodii,BOA05_S10_L002_R1_001.fastq.gz,BOA05_S10_L002_R2_001.fastq.gz,34.55674401,-120.602002,BOA05_S10_L002,x
BOA05,BOA05_S10_L004,GCA_022045235.1,Haliotis cracherodii,BOA05_S10_L004_R1_001.fastq.gz,BOA05_S10_L004_R2_001.fastq.gz,34.55674401,-120.602002,BOA05_S10_L004,x
BOA05,BOA05_S10_L001,GCA_022045235.1,Haliotis cracherodii,BOA05_S10_L001_R1_001.fastq.gz,BOA05_S10_L001_R2_001.fastq.gz,34.55674401,-120.602002,BOA05_S10_L001,x
PBL05B,PBL05B_S26_L003,GCA_022045235.1,Haliotis cracherodii,PBL05B_S26_L003_R1_001.fastq.gz,PBL05B_S26_L003_R2_001.fastq.gz,35.66486003,-121.287067,PBL05B_S26_L003,x
STA02,STA02_S13_L004,GCA_022045235.1,Haliotis cracherodii,STA02_S13_L004_R1_001.fastq.gz,STA02_S13_L004_R2_001.fastq.gz,34.73002302,-120.615462,STA02_S13_L004,x
STA02,STA02_S13_L003,GCA_022045235.1,Haliotis cracherodii,STA02_S13_L003_R1_001.fastq.gz,STA02_S13_L003_R2_001.fastq.gz,34.73002302,-120.615462,STA02_S13_L003,x
STA02,STA02_S13_L002,GCA_022045235.1,Haliotis cracherodii,STA02_S13_L002_R1_001.fastq.gz,STA02_S13_L002_R2_001.fastq.gz,34.73002302,-120.615462,STA02_S13_L002,x
STA02,STA02_S27_L003,GCA_022045235.1,Haliotis cracherodii,STA02_S27_L003_R1_001.fastq.gz,STA02_S27_L003_R2_001.fastq.gz,34.73002302,-120.615462,STA02_S27_L003,x
STA02,STA02_S13_L001,GCA_022045235.1,Haliotis cracherodii,STA02_S13_L001_R1_001.fastq.gz,STA02_S13_L001_R2_001.fastq.gz,34.73002302,-120.615462,STA02_S13_L001,x
VDM10,VDM10_S28_L003,GCA_022045235.1,Haliotis cracherodii,VDM10_S28_L003_R1_001.fastq.gz,VDM10_S28_L003_R2_001.fastq.gz,35.60414999,-121.142327,VDM10_S28_L003,x
HOP06,HOP06_S29_L003,GCA_022045235.1,Haliotis cracherodii,HOP06_S29_L003_R1_001.fastq.gz,HOP06_S29_L003_R2_001.fastq.gz,36.62143903,-121.907586,HOP06_S29_L003,x
PTL02,PTL02_S30_L003,GCA_022045235.1,Haliotis cracherodii,PTL02_S30_L003_R1_001.fastq.gz,PTL02_S30_L003_R2_001.fastq.gz,36.51374599,-121.946751,PTL02_S30_L003,x
SMOH08,SMOH08_S31_L003,GCA_022045235.1,Haliotis cracherodii,SMOH08_S31_L003_R1_001.fastq.gz,SMOH08_S31_L003_R2_001.fastq.gz,34.05203,-120.40758,SMOH08_S31_L003,x
LMC06,LMC06_S32_L003,GCA_022045235.1,Haliotis cracherodii,LMC06_S32_L003_R1_001.fastq.gz,LMC06_S32_L003_R2_001.fastq.gz,36.120088,-121.632993,LMC06_S32_L003,x
LMC09,LMC09_S14_L001,GCA_022045235.1,Haliotis cracherodii,LMC09_S14_L001_R1_001.fastq.gz,LMC09_S14_L001_R2_001.fastq.gz,36.120088,-121.632993,LMC09_S14_L001,x
LMC09,LMC09_S14_L003,GCA_022045235.1,Haliotis cracherodii,LMC09_S14_L003_R1_001.fastq.gz,LMC09_S14_L003_R2_001.fastq.gz,36.120088,-121.632993,LMC09_S14_L003,x
LMC09,LMC09_S14_L002,GCA_022045235.1,Haliotis cracherodii,LMC09_S14_L002_R1_001.fastq.gz,LMC09_S14_L002_R2_001.fastq.gz,36.120088,-121.632993,LMC09_S14_L002,x
